Ente;Misura;Tipo;Annualit… precedenti;2007;2008;2009;2010;2011;2012;2013
C.M. Amiata Val D'Orcia;(PSR1222) Migliore valorizzazione economica delle foreste - parte pubblica;PAGATO PER COMPETENZA;0;0;9294;0;0;0;46176;0
C.M. Amiata Val D'Orcia;(PSR1222) Migliore valorizzazione economica delle foreste - parte pubblica;PAGATO PER ANNO SOLARE;0;0;0;0;9294;0;46176;0
C.M. Amiata Val D'Orcia;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;PAGATO PER COMPETENZA;48951,22;0;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;PAGATO PER ANNO SOLARE;0;48951,22;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER COMPETENZA;0;0;0;0;6476,31;0;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;6476,31;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;DOMANDE PAGAMENTO SALDO;0;0;0;0;28849,26;250,98;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;DOMANDE REVOCATE;0;0;0;278,28;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;IN ISTRUTTORIA;0;0;0;0;0;250,98;0;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER COMPETENZA;0;0;0;0;28849,26;0;250,98;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;28849,26;250,98;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER COMPETENZA;0;0;0;0;28849,26;0;250,98;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;28441,54;658,7;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER COMPETENZA;0;0;0;0;28849,26;0;250,98;0
C.M. Amiata Val D'Orcia;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER ANNO SOLARE;0;0;0;0;0;28441,53;658,71;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;RICHIESTO;0;13567,5;178913,93;20384,84;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;DOMANDE PAGAMENTO RINNOVI;0;0;0;140741,76;151351,44;161623,46;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;ASSEGNATO PER COMPETENZA;0;0;152650,89;19879,84;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;ASSEGNATO PER ANNO SOLARE;0;0;0;172530,73;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;DOMANDE REVOCATE;0;0;17733,84;20280,97;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;IN ISTRUTTORIA;0;0;0;0;147898,44;156441,96;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;RIDUZIONI DA CONTROLLI SIGC;0;0;10772,4;18289,44;619,29;5193,73;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;LIQUIDATO PER COMPETENZA;0;0;121398,23;139832,16;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;LIQUIDATO PER ANNO SOLARE;0;0;0;88716,92;143458,87;29054,6;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;AUTORIZZATO PER COMPETENZA;0;0;121398,23;139832,16;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;AUTORIZZATO PER ANNO SOLARE;0;0;0;88716,92;143458,87;29054,6;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;PAGATO PER COMPETENZA;0;0;120333;138796,61;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR211) Indennit… per le zone montane;PAGATO PER ANNO SOLARE;0;0;0;88716,94;143458,74;26953,93;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;RICHIESTO;0;12068,14;352728,11;68941,19;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;DOMANDE PAGAMENTO RINNOVI;0;0;0;296568,15;58858,51;373812,9;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;ASSEGNATO PER COMPETENZA;0;0;296907,59;32858,34;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;ASSEGNATO PER ANNO SOLARE;0;0;0;329765,93;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;DOMANDE REVOCATE;0;0;36269,6;60843,25;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;IN ISTRUTTORIA;0;0;0;11352,4;0;373812,9;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;RIDUZIONI DA CONTROLLI SIGC;0;0;18310,43;31756,15;5819,55;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;LIQUIDATO PER COMPETENZA;0;0;242327,56;261421,59;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;LIQUIDATO PER ANNO SOLARE;0;0;0;88260,44;360097,58;55391,13;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;AUTORIZZATO PER COMPETENZA;0;0;242327,56;261421,59;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;AUTORIZZATO PER ANNO SOLARE;0;0;0;88260,44;360097,58;55391,13;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;PAGATO PER COMPETENZA;0;0;234448,96;251586,36;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR212) Indennit… per svantaggi naturali;PAGATO PER ANNO SOLARE;0;0;0;88260,51;360029,43;38638,61;-893,23;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;RICHIESTO;0;220097,9;100646,84;1104816,05;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE PAGAMENTO RINNOVI;0;0;215796,5;242360,26;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER COMPETENZA;0;220097,9;0;228987,6;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER ANNO SOLARE;0;0;220097,9;216910,07;12077,53;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE REVOCATE;0;10014,75;1222,15;4754,22;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;19606,61;6175,84;73533,74;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER COMPETENZA;0;190476,54;208398,51;420959,72;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER ANNO SOLARE;0;0;185600,94;206428,54;334281,48;83219,7;10304,11;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER COMPETENZA;0;190476,54;208398,51;410533,57;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER ANNO SOLARE;0;0;185600,94;206428,54;324071,33;83003,7;10304,11;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER COMPETENZA;0;190476,52;215037,33;405044,9;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER ANNO SOLARE;0;0;165916,96;226112,49;320580,38;82808,95;15139,97;0
C.M. Amiata Val D'Orcia;(PSR2078) Reg.(CE)2078/92 Agroambiente;DOMANDE PAGAMENTO RINNOVI;0;0;0;2159,01;2159,01;0;0;0
C.M. Amiata Val D'Orcia;(PSR2078) Reg.(CE)2078/92 Agroambiente;PAGATO PER COMPETENZA;0;0;0;2159;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2078) Reg.(CE)2078/92 Agroambiente;PAGATO PER ANNO SOLARE;0;0;0;0;2159;0;0;0
C.M. Amiata Val D'Orcia;(PSR215) Pagamenti per il benessere degli animali;LIQUIDATO PER COMPETENZA;0;0;0;0;0;0;5367,28;0
C.M. Amiata Val D'Orcia;(PSR215) Pagamenti per il benessere degli animali;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;0;5367,28;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;DOMANDE PAGAMENTO RINNOVI;0;101490,91;59882,61;61057,6;61057,6;0;0;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;IN ISTRUTTORIA;0;23685,06;0;0;61057,6;0;0;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;RIDUZIONI DA CONTROLLI SIGC;0;3,53;96,09;955,42;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER COMPETENZA;0;77802,32;59663,42;60102,18;49228,23;0;1711,66;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER ANNO SOLARE;0;0;67894,7;4352,14;102343,88;71414,51;2502,58;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER COMPETENZA;0;77802,32;59663,42;60102,18;39486,1;0;1711,66;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER ANNO SOLARE;0;0;60543,16;11703,68;101117,8;58284,67;7116,37;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER COMPETENZA;125999,86;77802,3;58370,57;60102,15;39486,05;0;1711,66;0
C.M. Amiata Val D'Orcia;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER ANNO SOLARE;0;124020,73;62522,27;11703,68;99593,5;58516,02;7116,39;0
C.M. Amiata Val D'Orcia;(PSR823) PSR - Misura 8.2.3 (i) - Altre misure forestali;PAGATO PER COMPETENZA;10192,16;0;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR823) PSR - Misura 8.2.3 (i) - Altre misure forestali;PAGATO PER ANNO SOLARE;0;10192,16;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;306133,19;110272,85;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;181160,18;124973,01;110272,85;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;DOMANDE PAGAMENTO SALDO;0;0;181160,18;93882,01;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER COMPETENZA;0;0;181160,18;93882,01;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;275042,19;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER COMPETENZA;0;0;181160,18;93882,01;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;275042,19;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER COMPETENZA;0;0;181160,18;93882;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER ANNO SOLARE;0;0;0;0;0;275042,18;0;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;LIQUIDATO PER COMPETENZA;0;0;0;0;0;0;17903,29;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;0;17903,29;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;17903,29;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;17903,29;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PAGATO PER COMPETENZA;0;0;0;0;0;0;17903,3;0
C.M. Amiata Val D'Orcia;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PAGATO PER ANNO SOLARE;0;0;0;0;0;0;17903,3;0
C.M. Amiata Val D'Orcia;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;179949;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;0;179949;0;0;0
C.M. Amiata Val D'Orcia;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;LIQUIDATO PER COMPETENZA;0;0;0;162187,8;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;162187,8;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;361505,28;926938,67;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;211320,78;530051,93;0;5000;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;72148,46;642793,87;26430,38;5000;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO ANTICIPO;0;0;16956,25;140000;40000;0;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;183299,85;284784,39;14075,15;99999,59;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;IN ISTRUTTORIA;0;0;0;0;0;99999,59;0;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;200256,1;424784,39;54075,15;0;99999,59;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;155083,1;338357,39;185675,15;99999,59;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;200256,1;424784,39;54075,15;0;283125,46;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;104088,25;389352,24;185675,15;283125,46;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;200256,11;424784,39;54075,16;0;283125,45;0
C.M. Amiata Val D'Orcia;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;64088,25;429352,25;171600;297200,61;0
C.M. Amiata Val D'Orcia;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER COMPETENZA;4400;0;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER ANNO SOLARE;0;4400;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;1676987,77;502638,93;74934,64;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;9211,73;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;68978,36;30426,1;4483,56;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;1705196,66;467230,43;68987,23;2053,62;0;2096,69;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;694625,31;941194,76;517007;82655,87;7985;2096,69;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;1705196,66;467230,43;68987,23;2053,62;0;2096,69;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;688161,51;983972,67;480692,89;82655,87;7985;2096,69;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;224771,63;0;0;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;223116,13;1655,5;0;0;0;0;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;17771,27;0;5172,54;633,08;0;8272,24;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;8090,38;451,22;15035,29;8272,24;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;17771,27;0;4903,18;363,72;0;16180,76;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;7908,52;181,86;14947,79;16180,76;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;17771,27;0;4903,18;363,72;0;16180,77;0
C.M. Amiata Val D'Orcia;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;7908,52;181,86;14947,79;16180,77;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO ANTICIPO;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;40000;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;40000;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;PAGATO PER COMPETENZA;0;0;40000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR112) Insediamento giovani agricoltori;PAGATO PER ANNO SOLARE;0;0;0;40000;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;424638,08;269133,18;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;0;0;199857;16492,5;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;0;0;0;72360,2;143989,3;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;10534;0;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;22110,07;143805,43;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;IN ISTRUTTORIA;0;0;10534;0;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;22110,07;143805,43;0;0;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;22110,07;0;143805,43;0;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER COMPETENZA;0;0;32644,07;143805,43;0;0;124141,58;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER ANNO SOLARE;0;0;0;32644,07;0;143805,43;124141,58;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;PAGATO PER COMPETENZA;0;0;26944,16;143805,44;0;0;124141,59;0
C.M. Arcipelago toscano;(PSR121) Ammodernamento delle aziende;PAGATO PER ANNO SOLARE;0;0;0;26944,16;0;143805,44;124141,59;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;RICHIESTO;0;0;7025,34;1959,66;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER COMPETENZA;0;0;7025,34;1959,66;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER ANNO SOLARE;0;0;7025,34;1959,66;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE REVOCATE;0;0;370,94;0;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;0;0;513,17;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER COMPETENZA;0;0;6654,4;1446,49;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER ANNO SOLARE;0;0;0;0;8100,89;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER COMPETENZA;0;0;6654,4;1446,49;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;8100,89;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER COMPETENZA;0;0;6654,41;1446,5;0;0;0;0
C.M. Arcipelago toscano;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER ANNO SOLARE;0;0;0;0;8100,91;0;0;0
C.M. Arcipelago toscano;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;RICHIESTO;0;0;74900;0;0;0;0;0
C.M. Arcipelago toscano;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;RICHIESTO;0;0;107000;0;0;0;0;0
C.M. Arcipelago toscano;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER COMPETENZA;0;0;0;0;29999,31;0;0;0
C.M. Arcipelago toscano;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;29999,31;0
C.M. Arcipelago toscano;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER COMPETENZA;0;0;0;0;29999,32;0;0;0
C.M. Arcipelago toscano;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER ANNO SOLARE;0;0;0;0;0;0;29999,32;0
C.M. Arcipelago toscano;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;85170,14;162226,45;0;0;0;0
